review,rating
"thank tripadvisor, thanks tripadvisor chose stay waikiki parc trip oahu hawaii, spent hours researching reviews tripadvisor chose hotel solely great reviews, loved, stayed september 5 days, entire staff valet parking guys desk cafÄ great, courteous times, breakfast wonderful, hot coffee buffet selection wonderful fresh fruit, not pass papaya pineapple, husband claimed not like papaya morning loved bite, types scrambled eggs bacon second choice meat changed day, ham corned beef hash sausages choices, choices include pancakes french toast cereals oatmeal breads pastries entire japanese buffet, ask honestly, 7-year-old son absolutely not charge adult price children, paid 7 son, small price pay breakfast buffet, hotel offers free breakfast buffet, desire start day, hotel located right street major hotels refer heard staying outrigger reef sheraton it__Ç_é_ sister hotel street, delivery trucks did not bother, truly bothers live incredibly isolated place, hotel room clean not small opinion beautiful perfectly located, stayed 15th floor classified ocean view room, perfect, hotels incredible view ocean, color water absolutely amazing, trade wind breeze wonderful sitting lanai evening wonderful, cross street short path beach walkway, turn right walk way hilton__Ç_é_ hawaiian village great beach great walk, turn left walk waikiki beach, better best dinners ocean house restaurant outrigger reef skip shore bird, personally disappointed shorebird, best tables bar patrons cooking small steaks pits, treat eat eh ocean house great dinner sunset, right door hotel, great dinner seafood buffet oceanarium restaurant, giant aquarium best seafood buffet, coupon magazines airport 25, not miss polynesian cultural center days, ticket allows return 3 days, it__Ç_é_ blast, loved son participated shows, hanuama bay wonderful, water hours time, like warm bath, not miss dole plantation, great gift shop reasonable prices, souvenirs best prices abc stores.another aloha stadium swap meet, goes forever, plan returning year glad stay waikiki parc, place island saw want stay turtle beach resort north shore, oops forgot sure visit shrimp trucks windward, eat romy__Ç_é_ shrimp hut, best, eat shave ice aoki__Ç_é_ north shore, recommendations guidebook revealed__Ç right money,  ",5
"fantastic, real, positive reviews parc right, parc affordable perfectly located 30 steps beach rooms need comfortable bathrooom spacious well-maintained buffet breakfast perfect way start day staff friendly informative, small disappointment pool smallish tucked away building 8th, floor shade afternoon, no worries just hit beach, time waikiki definitely stay parc,  ",5
"excellent location price, excellent location price, got hotwire 84 needed room minute 1 day, just street park zoo beach, preferred end waikiki, sure explore end park diamond head, rooms nice views lanais, clean nice atmosphere, free paper, fave burger teddys just door, number eateries kapahulu wander outside waikiki.only problem unable check early room tiny, rent moped waikiki careful, time waiting lobby room witnessed moped accidents kapahulu, required ambulance,  ",4
"hotel sports ohana family treatment stayed hotel twice, staff extremely friendly wonderful caring, wanted stays, born raised oahu tell hotel treats like family say hawaii ohana extended family, stayed outrigger reef times love hotel family feeling not visit hawaii need feeling, parc expensive.the thing wish jacuzzi, location great, people say noisy expect middle 3-4 hotels street garbage picked, choose sleep hawaii n't, need experience moment, time flies hawaii complaints beach beach pretty long nice way just walk little lots sand warm water, grew beach know like hand, parc wonderful hotel ammenities choose room breakfast deal wo n't need 3 meals day, food wonderful, say water, september 2005 trip parc.alohakaren,  ",5
"loved parc stayed waikiki parc 5/26-5/30 memorial day weekend, little worried n't great experience, hotel did right, everybody gives best service desk housekeeping valet parking waiters, prepared ask upgrade booked deluxe mountain view room w/breakfast open mouth automatically upgraded oceanview room, wonderful got hear halekulani evening night free, room nice clean big 2 adults 1 child, pool 8th floor nice not deep, beach hop alleyway really nice close beach, main drag kalekahua street right heart waikiki walking distance choose not rent car.the valet parking free privileges really handy come lay pool relax stuff, stay included breakfast great did n't worry eating long time, did pay daughter breakfast includes adults.concierge hooked cheap rental car advised tours told little things like aloha bowl stadium swap meet going pearl harbor got early like 7am, make sure not miss snorekling hanauma bay kailua beautiful beach polynesian cultural center high tea kahala oriental hotel dolphin program play dolphins pearl harbor diamond head.the hotel sent airport limousine, wish knew called limo pick, hotel service phenomenal hotel nice definitely stay,  ",5
"yay waikiki parc, loved hotel, staff friendly room awesome view incredible service great, definitely returning hotel, little tip room facing ocean not incredible view advantage live music played halekulani night sunset, lanai evening, assuming year-round want check important,  ",5
"great resort area hotle price, 1. hotel not beach, prices reflect, want beach large balcony resort style pool not stay here.2, breakfast included room price excellent, early, lines start right 8 a.m.3, safe secure immaculately clean hotel small rooms, coin laundry 8th floor.4, want space ask 8th floor mountain view rooms rooms hotel lanai, lanai huge no real view parking garage, great spot drink friends dinner.5, public access beach right street,  ",4
"quiet sanctuary away noise waikiki did extensive research booked waikiki parc hotel glad did worth, tripadvisor.com best travel site advice, thank girlfriend mid-30s spent vacation oahu hawaii waikiki parc 6 nights august 18 august 24 2004. concerned noise streets 8th floor pool area asked higher floor, got non-smoking deluxe ocean view room 19th floor parc sunrise package comes free dollar rental car compact dodge neon free parking, wonderful stay waikiki parc, let break desk staff desk ca n't remember names sorry incredibly helpful thoughtful, time needed directions pearl harbor north shore restaurant, desk employee concirege gladly handed big smile, friendly cooperative 6 days straight, ca n't say good things desk staff, hotels visited hard time nice 1 night, parc wrote book treating guests well.room non-smoking deluxe ocean view room worth 220 night, lot quieter 8th floor, pretty decent view ocean, problem lower level ocean views sheraton really blocks view.yes room kind small, chicago rooms lot larger, thing hotel rooms price range small just little bigger fine it.yes balcony smaller hotels fine, chairs little table drinks, need, floor ceiling shutters excellent really block sun want rest long day hawaiin adventures.the bathroom nice good tub plenty shampoos lotions, tabletop card tells desk extra items need pillows toothpaste, asked pillows brought right, recommend tip person brings service worth it.each room electronic safe 3.75 day worth, closet iron ironing board room handy small fridge used everday, tv relatively new 25 color tv.the decor simple plain, did n't care tile thought inlaid carpeting n't comfortable cushy, love seat chair small desk, not tiny tiny room people complained, 3-star room 31/2 star amenities 4-star service.noise folks mind waikiki crowded noisy city atmosphere, looking whisper-quiet island getaway quieter hawaiian isle n't, stay waikiki quietest hotel 15th floor money car parking included packages, use package, worth, relatives jealous booked great deal parc, paid just little money stayed larger older dirtier crowded sheraton princess kaiulani not recommended, hotel waikiki gives free parking iwth package, parking normally 13 day hotels, want explore island having car convenient, mind want explore 6 blocks hotel waikiki better walk traffic horrible, parking just not available waikiki, just use car pearl harbor far away restaurants north shore diamond head, glad did, gas prices 30 cents chicago smallest car compact parc sunrise cafe included american breakfast buffet served morning, normally charge 14.95 think bit overpriced bit priced hawaii.the food pretty good, decent variety true 80 food everyday, portugese sausage incredibly good, wait staff decent exception occasional slowdowns getting water coffee, overall breakfast good cheap included breakfast package, way hotel waikiki included breakfast beach access smaller crowded waikiki beach small street parc top-of-the-line sister hotel halekulani, couples spa package expensive absolutely terrific, beautiful place visit.type hotel small boutique hotel tucked away tiny street pass trying did placed overcrowded noisy touristy city, want semi-quiet resting place 3-star room 4-star service 4-star value, ca n't imagine families love really nothing kids, perfect hotel couples business travelers just want quiet place stay noisy crowded area, folks quiet boutique hotel, think kind hotel want price:1 huge crowded hotel major street brimming people restaurants gift shops bars, or2 quiet boutique hotel unsurpassed service on-site ammenities, no bar parc, stay parc fully intend walk blocks use rental car explore restaurants shops bars outside hotel, looking shopping mall-like all-in-one hotel else.ratings room 3 stars 3-1/2 stars ammenities staff 4 starsparc sunrise breakfast buffet 3 starsvalue 4 starsi stay minute oahu recommendations best nicer restaurant roy impressive service delicious food place little things souvenirs abc shops literally block, recommend larger ones buy family friends box chocolate-covered macadamia nuts, 2 box, abc food shampoo, reasonable hawaii cost, best luau heard paradise cove large great activities people complain lousy food, best luau food mai tais so-so entertainment went royal hawaiin luau, mondays expensive coupon coupon.deals strongly recommend research online money-saving coupons plus n't book sightseeing coupon books airport tour discounters island, paying price tour just not trying hard, worst tourist trap dole plantation place awful, maze waste time 10 years old, gift shop staff rude, pineapple place touristy lousy waste time, snorkelling hanauma bay good bad, 5 park, view walking spectacular, disadvantage coral, 4 feet water, got cut pretty good trying snorkel, snorkelling equipment want rent just make sure good swimmer past coral, navigate endless coral beautiful blue water great photos.pearl harbor powerful memorable experience, recommend audio tour 5, hope people respectful quiet, not quiet visited war memorial grave shame people n't tour peacefully, good idea super early 8 a.m., gets quite crowded, allow 3 hours it.diamond head climbing dormant volcano takes 2 hours got rewarding spectacular view, recommend wear good comfortable shoes like gym shoes hiking boots, path well-defined jagged edges, no cake walk real hike amateurs, people wear sandals loafers business shoes regret deeply, roughest set 100 steps bring water early traffic ca n't stress, big city, sure palm trees weather fantastic big city means rush hour rough, 4 p.m. thursday took 45 minutes 4 blocks car, reason takes long waikiki one-way streets, plus streets n't far like, miss turn extra 4 blocks, good map town make sure good hotel like waikiki parc help you.flying took straight non-stop 9 hour flight, recommend 1-stop flight long 9 hours better total 11 12 hours layover ca, jet lag hawaii minimal maybe day, jet lag chicago tough, took 3-5 days reasonably adjusted time feel rested, days hawaii, work 2 days home not smart.by way hawaii thousands miles people homes recommend signing favorite airlines mileage program, got 9000 miles american airlines plus 1000 bonus miles booking online, worth free.thanks great time oahu like did, aloha,  ",5
"class, stayed waikiki parc twice afford hotel highly recommend clean fresh modern breakfast buffets wonderful nothing trouble staff great views ocean higher floors location great definitely stay love,  ",5
"priced right, waikiki parc hotel nice, staff friendly helpful, right middle action big bucks, partial ocean view exactly, lanai just big stand leaned rail ocean.i stay honolulu.ajp,  ",4
"clean rooms rooms hotel pro bowl 2/10-2/14, rooms clean hotel staff great, parking limited spaces small want avoid larger suv trailblazer explorer jeep etc.., parking 18 day noise huge problem, rooms located 6th 7th floor facing west, emergency stairwell doors rooms, people went doors 24 hours day doors slam closed everytime, street noise really bad floors hear people yelling laughing talking hours day, bar somehwere close night 2:30 3:30 dump glass bottles metal trash bin, goes 30 minutes, trash truck comes 5:00 daily dumps 5-7 trash cans, cafe hotel average employees friendly, best hotel location, right middle waikiki close walking distance shopping food beach,  ",2
"centrally located middle stayed waikiki beachcomber feb 2006 visit hawaii, ca n't beat location hotel center waikiki, literally steps international market beach countless eating establishments fast food excellent dining, ground level hotel department store macy itself.hotel staff courteous polite, helpful giving directions, no complains regarding cleanliness hotel hotel rooms adequate size.if looking nice clean centrally-located reasonably hotel waikiki beachcomber,  ",4
"not bad price booked hotel hotwire 92 night steal june, hotel basic 3-star hotel not fancy built probably 60 did n't problems got, checked early room available, honeymoon left valuables room left just left not disturb sign room did n't worry housekeeping, hotel super close shopping waikiki beach couple blocks away, n't know stay price got great deal,  ",4
"great location location wonderful location hotel sits main street plenty shopping lv prada gucci tiffany, open air international market shop till drop eat bars no cover charge, beachcomber sits right street lovely beach, aquarium zoo short 15 minute walk hotel, transit good costing 2.00 free transfer.hotel service staff friendly, pool hot tub outside covered cafe open 6:00am 1:00pm, housekeeping unacceptable seven nights gave clean coffee cups drinking glasses, n't epect n't kept cleaning cart, instead wash coffee cup morning water sink lucky, makes wonder sanatized guest room, requested clean cups morning got, hair dryer iron ironing board coffee coffee pot room.excursions/day trips mary ann section trip desk friendly helpful, bought excursions, vendors street selling trips security purchasing vendor hotel worth cost, day trip island wonderful pearl harbor whale watching, wonderful blue hawaii featuring wonderful elvis impersenator sure, beautiful ladies men viewing pleasure, don ho having shows thur, sunday nights, did n't make that.all location hotel excellent good view need 19th floor higher rooms 1906 1909 good view, smoking room no odor smoke not smoke,  ",3
"great location great service pay, service adequete not satisfied room staff did great job finding suitable alternative.i stayed 2 weeks problem service staff lack attention.i thought pool quite cold maybe change water daily timer honolulu thought location fantastic, close including beaches busses dining, lucky tostay honolulu certainly check hotel again1,  ",4
"great location spent nights beachcomber hotel enroute maui, good news location central need want, bad news hotel dire need facelift, room clean dated plain, no problem staff fact quite pleasant, walk ocean hotel not surrounded marketplace upscale shopping restaurants moderate upscale dining, frankly hotel best locale really nothing fresh coat paint decorators touch n't fix guess n't great rate internet, price location fact rooms clean stay,  ",3
"loved location, stayed week october, hotel great location heart beach international marketplace, staff friendly rooms clean, thing note rooms smoking rooms unless request non-smoking room believe 1 2 floors designated non-smoking floors, arrival room somewhat stale smoke smell, told hotel staff immediately ionizer room definitely helped, minor problem resolved right away, definitely stay waikiki beachcomber,  ",4
"great deal pricelined room got mere 75 night, older hotel nicely remodeled big rooms clean, nothing fancy fine budget travelers, right middle street beach hustle bustle waikiki beach strip, reminded south beach miami, husband liked location proximity international market food court lots meal options reasonable prices, chinese pizza hamburgers vietnamese japanese, favorite yummy korean bbq ice cream stand, lots shopping nearby right hotel marketplace flea market prices gifts souveniers, good location good deal, recommend highly travelers not 200 plus night drop hotel room spend little time,  ",3
"ok money paid stay 2/19/05 2/25/05 70 nightweek rental car 211this hotel location ca n't beat right price 70 night arrived late aorund 11pm hotel fully booked room ready, room clean neat, 8th floor little view beach, problem hotel room bath room, bad urine smell not away, brought scented candles did n't it.the problem encounter rude man works parking booth, left week parking ticket voucher told pick return, return did n't know push ticket machine not hong horn did not repsond, did tick, rude tone told ticket, asked n't charged rude tone said no n't woryy told ahead guy bad overall hotel ok not lot just need bed sleep, looking better services fancy setup not choice.i stay lam,  ",2
"nice family just returned vacation loved location waikiki beachcomber went shows showroom really good, rooms older clean maid service great desk personnel wonderful thing say n't right charged coffee room morning not big complaint just went got coffee filters bag hawaiian coffee seen outside unexpected 2.00 pot charge enjoyed stay stay, treated nice wonderful wonderful time, aloha,  ",3
"look shabby large hotel absolutely no room service breakfast, old tv refrigerator did n't work, nice pretty good location near international marketplace waikiki beach meeting point tours meet, macy look unless really good price,  ",1
"nice hotel friendly staff thanks wonderful stay great view waikiki beach walking distant, older hotel clean safe, staff awesome susana adel desk bernadette room service, recommend hotel friends, hope ya time, mahalo,  ",4
"looking good, stayed hotel year experience nice returned year, walked lobby surprised totally updated, new furniture tropical feel new rugs beautiful plants, room updated wonderful tropical spreads room vacation feel, melissa desk breath fresh air smile spoke sure just right liking, thank melissa,  ",5
"perfect, friend told hotel explaining older hotel remodeling time stay said wonderful time treated thought try, right room needed location perfect beach going food entertainment, staff went just employees forever friends, return hawaii years stay,  ",5
"location location location august 07 mom stayed hotel 8 days, greeted friendly staff offered free safety box, staying 19 th floor nice city view room quiet clean, hotel just 2 blocks paradise waikiki beach numerous good reasonable priced restaurants walking distance, questions attraction shopping tips talk hotel manager lendy helpful resourceful, time provides valuable info avout pcc cove paradise dance, room got cleaned daily ample toiletie bath towels time stay, air conditioner little noisy keeps comfortably cool, elevator amazingly quick unlike reviews read, consider 19 th floor n't wait long elevator, feel secure usually come hotel 10:00 p.m. feeling scared.one suggestion hotel owner hotel needs cosemic touch e.g new carpet hallway outside elevator new paint inside room brighten room decor wall painting,  ",4
"friendly clean need, continental surf right middle action waikiki, room clean staff helpful aspect, view room not ocean view city mountains, susanna setting transportation needs, stay return hawaii,  ",5
"clean rooms great location excellent value, stayed 2 nights week extremely happy room, paid 50 night got clean comfortable room quiet powerful air conditioner little kitchenette, yes room extremely small 50 night gets, plus not like going spend lot time room honolulu, based negative reviews wondering rooms certain floors renovated not room pleasant single insect seen, 16th floor, making reservation maybe consider asking rooms newer budget hotels newer/nicer rooms older/worse rooms, desk staff helpful pleasant exception, got extra coffee room free charge happily stored luggage secure spot day desk guys n't let help carry lot stuff, true line ups desk experience common really nice hotels, location excellent minutes beach bus diamond head hanauma bay chinatown restaurants shops, biggest complaint place elevator, took forever come waited 10 minutes arrive 5 minute wait norm, no staircase apparently emergency exit staircase not available use, desk staff said elevators broken getting fixed maybe solve problem noticed slow elevators running, elevator problem really pleased place, clean quiet comfortable place waikiki 50 night fantastic bargain lot slow elevator price,  ",4
"ok budget, like reviewers mentioned little hesitant staying place, reasons room semi-wet smells moldy, brought air freshener neutralize, no guaranteed parking rented car, hassle guarantee parking day trip, electricity went not fixed, belonging middle night room, budget ideal place, staff approachable accomodating, quaint small room microwave bathroom cable tv, walking distance beautiful beach waikiki international market place numerous restaurants/stores/shops, trip great regardless stay make best trip,  ",2
"disappointed lenox looking forward stay reading positive reviews trip advisor, booked deluxe room arrival shown room peeling wallpaper marked skirting boards.after pointing description deluxe room manager offered room initially fine.however view department store roof service yard, sort electrical engine running room heard night, final morning woken 4:00am waste disposal truck, using shower room vibrated, no tea coffee facilities room available hotel lobby morning.on positive note staff friendly location good,  ",2
"excellent areas, stayed lenox 4 nights treated like special guest stay, room spacious elegant committment environment impressive, filtered water access hall need buying bottled water, special occasion sent wine cheese room, definitely stay time return boston,  ",5
"excellent staff special mention christopher guest services guest lenox hotel 4 nights checked today, got great room worked fine wife 2kids, christopher guest services unusually thoughtful attentive needs deserves special mention.my children came cold fever unable sightseeing monday, mentioned christopher hour later came room gift basket cans soup childrens books boston, sent soup later heated ready eat, warm thoughtful gesture time experience, jimmy arrival hotel warm friendly, gave children signature stuffed lions, stayed hotels stay remain memory pleasant,  ",5
"business, stayed lenox nights halloween, great boston option, superior room double beds really comfortable, impeccably clean pleasure stay, service receive reception concierge housekeeping great really friendly helpful staff, think people lenox long way bump hotel average excellent location wise really convenient shopping options newbury street marshalls/filenes basement various malls saks barneys, walked short distance park sights freedom trail, people gym high list priorities mention gym really small stuffy unappealling.also no tea/coffee making facilities rooms tea/coffee available lobby morning,  ",5
"wonderful stay lenox stayed lenox 2 nights beginning october really enjoyed, hotel perfect location exploring boston close shops restaurants major attractions, given large room 11th floor excellent views city, room clean beautifully furnished characteristic style hotel, large walk- wardrobe perfect storage safe mini fridge large tv radio cd player large bathroom range toiletries bathrobes comfortable bed high speed wi-fi connection delicious cookies left room evening, staff friendly welcoming helpful nothing trouble, improvement point view coffee/tea making facilities room supplied mornings meant going downstairs lobby collect,  ",5
"loved hotel staff husband amazing time staying lenox, room impeccable comfortable, staff extremely helpful nice especially meredith white, really appreciated help enjoyed staying hotel,  ",5
"favourite hotel lenox family run hotel really shows.everything exactly way hotel, stayed room 918 room 1 4 sept nights honeymoon impressed bamboo bathroom presentation cleanliness room, service equally excellent cleaners concierge reception staff bar staff.on practical note hotel perfectly located subway door block shops cafes newbury street 30 minute walk downtown boston.after spending nights boston park plaza arlington street week earlier felt lenox level guests stayed, wife going boston staying lenox, try bar counted different single malts heaven,  ",5
"great, great hotel fantastic location boylston exeter spacious rooms time room service helpful professional staff great relationship quality/price special mention kind/smiling doormen keith chief concierge night able table best busiest restaurant area packed 7.00pm, exhausted business day pregnant wife needed eat quickly assistance day, dear hotel manager reward definitely book,  ",5
"great location enjoyed stay lenox nice clean hotel good service.we quick breakfast restaurant azure morning ok. place did not invite come dinner,  ",4
"love hotel, children stayed night lenox northeast college tour night left wanting, staff phenomenal, valet desk concierge bellmen housekeeping waiting serve pleasant attitude lacking places, room clean classy, bathroom bit small hey old city, spoke length different concierge sites restaurants transportation, generous time suggestions, stuffed lenox lions given children checkin really sweet touch, mentioned sadly boston night able spend days, bellstaff stored luggage checked came 6:00pm pick saving hassle taking car valet load tip, hotel location excellent tony area excellent restaurants shopping just street away newbury st., local sites boston public garden boston common boston public library walking distance, hotel definately exceeded expectations anxious return boston husband, n't consider staying, like recommend companies used loved boston atlantic fish house restaurant just street lenox urban adventours bike tour company, people boston great friendly awesome city live,  ",5
"beautiful hotel just returned wonderful stay lennox, room beautiful large, hotel staff extremely accomodating, room service breakfast delicious, great location close pru tower trinity church boston public library public transportation, did not need car boston, subway stop block away, did hop hop trolley purchased hotel, great restaurant atlantic fish just block away,  ",4
"central location boston start july 2008 trip, delayed flight crash dublin airport hotel lenox great choice hotel, upgraded large comfortable corner room, really no complaints hotel, scores highest great location bay area great places eat drink shops, start essential duck tour just round corner, lenox 4-star hotel good, friendly efficient good service good breakfast, certainly recommend,  ",4
"great hotel stayed lenox july 6-13 2008 visit boston, location great, room clean spacious bathroom bit small, staff friendly helpful, children receive stuffed lenox lion check nice touch, highlight peanut butter chocolate kiss cookies appeared night turn service, boston great restaurants, knowing enjoying delicious lunches dinners decided light breakfast time, lord taylor right lenox supermarket, bought breakfast items kept room large mini refrigerator room did n't shell expensive room service breakfasts 6.00 bowl rice krispies bit, did n't eat fine dining restaurant azure, did eat irish pub connected hotel, good nice place watch sox win, subway close, copley square prudential center just street, newbury street block away, hotel exeter boylston, shops restaurants boylston including starbucks morning coffee, sure try atlantic fish co. just street hotel boylston, ate lunch awesome lobster roll, fantastic time boston stay lenox hesitation,  ",4
"great location careful room wife stayed lenox jul 2nd 6th 2008. overall hotel good reasonably priced great location good onsite hospitality amenities breakfast good indication food, good reasonably priced, room nice size clean good sized television comfortable bed.the bathroom clean ok size bath small, overall bathroom use little updating.our room did couple niggles night gap door inch half locking let lot light noise air conditioning switched quite noisy sound like excessive noise time finally sort electrical engine running room corner room floors lindt chocolate shop night long hum engine wearing solved using cotton wool provided vanity kit make shift earplugs overall good far away chocolate shop,  ",3
"highly recommend hotel stayed superior king room view overlooking boylston st. historic hotel bay area block away amtrak station subway station nearby, lenox fully restored beautiful lobby plush furnishings, room spacious appointed quality furnishings walk wardrobe attractive bathroom quality fittings accessories, king bed extremely comfortable, hotel quality restaurant separate bar irish pub hotel, hotel numerous restaurants bars boylston nearby newbury sts, staff helpful friendly, booked hotel historic hotels america website advance purchase rate, make point return lenox visiting boston future, highly recommended,  ",5
"great location great city stayed lennox 5th 10th april 08 arrival hotel met helpful reception staff, boston great city nyc previously return boston new york, locals scenary shopping superb, visit prudential tower worth visit spectacular views city.as hotel ideal situation right copley subway provides easy access city, hotel main fine room comfortable hotel old showing signs days issue room whilst not major day ask reception resolve problems does annoying example air condition heating failed work day shower no hot water door key didnt work regular basis hotel staff apologetic resolved problem quicky problems return following day, whilst annoying not stop visiting hotel hope return boston later year,  ",4
"perfect, wife stayed hotel nights beginning, arrived early 10 told room not ready, informed time upgraded executive suite room 1008 contacted room ready, 1:30 pm n't contacted called hotel informed room not ready 25 minutes, decided walk hotel time arrived staff member told room ready, handed keys room 417 time asked type room 1008. informed room number 1008 not ready floors lower bascially room, allowed check room liking, room nice no view huge air vent, spoke room attendent informed significant difference rooms, returned desk questioned employee replied win, room, comment upset fact n't trying win just wanted truth, oh magically room 1008 ready, lies employee not one.the room beautiful fireplace flat screen rest staff excellent, probably best experienced hotel, night 84 year old employee jimmy fisher came room light, trip, night returned desk obtain additional firewood start, original woman working informed no longer light fires rooms, informed fires nights replied oh ok send, drove crazy, informed superiors experiences did n't rest staff forget, location perfect, good healthy walk faniel hall minute subway ride not walking, lots restaurants plenty shopping, quick minute walk fenway, thing bad hotel employee fact room nice wanted leave.i recommend hotel definitely stay future,  ",4
"totally surprised amazingly surprised hotel, stay half business half pleasure, originally booked westin colleague booked switched work easier, bit leary boutique hotel going stay week, little worried hotel staff standards room, start i.e, exiting taxi, wonderful customer service, level service expect fairmont ritz-carlton, great perk hotel free wireless internet hotel, hotel does lot things energy pollution conscious, toilet 1.6 gallon super flusher, sounded really cool loud require flush job, room service menu limited, real downside room did n't coffee machine, definitely stay need travel boston,  ",5
"wonderful historic hotel tour ma started lenox not better, moment arrived moment left nothing trouble, stayed hotel staff exception friendly helpful, rooms good restaurant bars, city bar particularly appreciated 22 year old son, not hesitate fact wish,  ",5
"excellent hotel convenient area, stayed 3 nights business trip boston, managed great rate standard room little concerned end miserable corner depths hotel, thankfully ended nicely appointed room elevator, no elevator noise, view stellar rooftop looking prudential center n't view.the closet true walk-in closet plenty quality hangars luggage stand safe ironing board iron, provided terry cloth robes room use, fit luggage closet clothes no problem, safe small fit standard laptop, not useful standpoint.the queen bed comfortable turn service provided evening, room quiet did n't need use earplugs, free wireless internet worked fine flat screen tv worked fine, lighting room excellent.the bathroom smallish efficiently designed, shower water pressure strong strong hot water consistent, standard amenities available replenished used.the service hotel excellent, desk polite informative, bell staff helpful polite, valet doorman went way cab corner heavy rain, restaurant used premises solas irish pub mussels white wine broth appetizer excellent great bread dipping apple crisp ice cream little burnt tasty, stuffed, service polite little frazzled.the location hotel excellent, went restaurant newbury street tapeo spanish tapas, easy walking distance hotel, recommended small business group, turned winner, excellent service great food, walk t stops town plenty good restaurants shopping area, checkout easy no surprises, excellent stay,  ",4
"friendly located boston nights prior 5 night stay killington half term family skiing trip 14 years old son, chose hotel based reviews location got great deal otel.com links check rates lenox friendly helpful, place small old character just n't big corporate chains, rooms traditionally furnished ok space wise bathroom bit small, believe lobby restaurants public areas refurbished year two.we ate breakfast hotel good location perfect just block away copley sq, recommend lenox,  ",5
"great hotel nicelt individual stayed early october nights celebrating wedding anniversary upgraded nice touch, like number reviewers corner room spacious clean new water bottles provided day turn service night, street noise noticeable night midnight not problem worth putting considering great location, overall enjoyed stay loved boston shall doubt stay lenox chains like sofitel westin provide great hotels new york especially, lenox benefits feeling like family owned hotel, flaw not room safes means having use security box reception personally prefer not world cash time,  ",4
"wonderful hotel employees food location, loved stay, personnel desk helpful extremely polite, greeted warm smile cheeful comment employees, ate azure wonderful well.the location hotel perfect things especially convenient shopping, especially enjoyed mall boutique shopping blocks hotel, rooms tastefully decorated beds comfortable, little extras robes chocolates welcomed surprise stay, stay,  ",5
"love lenox years husband taken 20 trips boston staying different hotels, wish lenox years ago, reviewers said great location- close t close restaurants close shopping, rooms make favorite hotel boston, usually trouble sleeping hotels, not lenox, rooms quite bed comfortable black-out drapes truly room dark, highly recommend lenox,  ",5
"location n't booked hotel spotted visit boston october location excellent near shopping areas good restaurants, overpriced overall impression little tired, new gym great internet room tiniest room seen, irish bar badly designed believe seen lot bars lacked atmostphere city bar dark gloomy, staff nice not overly friendly looked little jaded breakfast extremely overpriced, great diner nearby breakfast following day, called pour house worth visit half price, room quite dowdy dusty smell hotel rooms ensuite far small, n't stay experience n't unpleasant,  ",2
"superb hotel say, lenox beautiful hotel way, rooms spacious comfortable elegant, view boston 10th floor room spectacular, beds 2 doubles, big really comfortable bathroom clean fresh flowers arrival small sofa great lie look city day walking hotel 2 bars offer chance relax no matter mood, city bar cool chilled solas door offers good traditional irish bar great pint sam adams, lenox really traditional feel ceiling chandeliers cotton bags morning newspaper whilst modern data points room wall mounted tvs lobby toilets, hotel manages make feel special prime location wonderful city,  ",5
"real boston stayed lenox conference hotel needed place close, ask best bit luck while.like read reviews lobby step time city hotels behold, staff pleasant efficient quite willing help necessary.my room pretty spacious old downtown hotel bathroom updated recently did n't work probably good thing fireplace center pretty swanky hotel experience.if sucker quality skin bath products going love lenox offer, aveda shampoo lotion conditioner etc. got taken away soon got home wife smelled great weeks did n't chance use myself.i know couple reviews spoke critically irish bar restaurant hotel n't seriously, restaurant azure head shoulders solas irish pub town like boston million authentic irish bars, respectable hanger steak guinness 11 night flight delayed atmosphere warm filled locals, think person hotel checking picked business card desk, written lenox hotel, address boston line, picked handful cards plan making reality on.highly recommended,  ",5
"good experience lenox real charmer snag higher floor corner rooms large sized nicely restored, ornamental non-working fireplace chandelier terrific views boylston st., bedding good room bathroom spotless, service pleasant efficient exception late night room service meal ordered arrived cold short entree took half hour delivered, lenox fabulous location exeter boylston sts. public library t subway station immediate block shopping galleria door pru center, numerous excellent restaurants bars including legal seafood pru center walking distance boylston st. block newbury st,  ",4
"great time visit boston great hotel good location lovely room room service excellent, solas irish pub attached hotel friendly food good samual adams winter beer highly recommended staff helpful friendly.would recommend hotel 100,  ",5
"beautiful quiet hotel great location husband stayed lenox 14th-17th november 2005 wonderful relaxing time, upgraded corner suite extra cost night bargain, n't pleased.i stayed beautifully appointed comfortable quiet room, felt people staying hotel quiet ate breakfast azure restaurant morning delicious really set day, waiting staff friendly courteous, waiter remembered drank tea not coffee second morning location hotel excellent easy walking distance things including boston common t stop just street.we expecting baby shortly leaving trip celebratory trip honestly say not better.all excellent stay hotel definitely return future.highly recommended,  ",5
"3 stays feel compelled write review, time stay lenox visit wonderful, visit august 2002 night, returned oct 2003 week, visit week july 4th 2005. visits felt compelled write review, wrote read previous ones, true, looking modern hotel skip, old hotel charming tons character, lobby gorgeous rooms stayed nice, location perfect block t stop close best shopping, bathrooms small rooms vary size, beds comfortable rooms clean, hotel environmently friendly, rooms large window nice view, corner rooms windows sides beautiful fireplace, windows open hear sounds city want, staff helpful kind, no mini bars rooms floor coke machine cans 1 bargain, recommend duck tours boston walking tours, hotel sets mood wonderful historical vacation,  ",5
