review,rating,sentiment
great service location great location amazing able walk safeco field bit walk public market shopping chose walk sapce needle easily monorail couple block awaythe room nice clean comfortablethe problem parking self parking consisted public lot property valet parking park check valet ask valet car immediately ask leaveif looking drink friend away lounge way overpriced drink really watered despite parking lounge great,4,Positive
nice sheraton sheraton night july seattle area business assigned club floor room pike st tower pike st tower older room corridor quite clean freshi happened floor fitness center pool floor renovation quite bit drillingjack hammering going pm annoying going ama temporary fitness facility setup newer tower jobthe room comfortable nice large flat panel television plenty space spread staff friendly checkin process quick efficientthe location great plenty shopping restaurant quick walk door westin seattle year sheraton location nicerall pleasant,3,Positive
great priceline rate large room live seattle suburb wanted downtown wedding selected star downtown seattle priceline reservation accurate problem check given king bed old tower room large comfortable bed duvet traditional old blanket know washed surprised high end chain motel feature rough towel valet parking wired internet,4,Positive
great location reservation mixup great superb location new tower attend conference facility superb food excellent mixup fact extended original reservation definately recommend,4,Positive
book priceline reviewer suggested priceline easily accomadated request king room new tower beautiful perfect location walked took ferry bainbridge bus lock ballard nobody renting car bus downtown airport person take hour parking expensive downtown used use public transport,5,Positive
impressive husband attending conference chose directly conference day spent alexis absolutely gorgeous booked directly sheraton website unable accommodate room newly refurbished section unless chose room double bed room good sized drab bathroom cramped compared alexis offered toiletry provided way perfumey say simple pleasure enjoy lotion provides positive note bed comfortable heater noise minimal desk staff nicethey nickel dime including tax internet break spoiled room amenity alexis,3,Positive
sheraton gf easter long weekend central location downtown decided booking easy website really good price friday promo great considering star confirmation number called reserve room union street tower ust newer slightly shorter floor building opposed pike street tower built renovated desk said note reservation confirmed checked amazing lobby room perfect end corner floor window adjacent wall hear ice machine little floor facing highway exit noisy street super clean room immaculate bathroom big king bed flat screen plasma note tv guest service local weather celsius totally lucked sunny weekend seattle downside parking heart downtown pay took reviewer tip use pm inout privilages declared checkin add added instead tried convention centre block north nite parked pm car p second nite parked pm convention centre close car pm inout privilages okay mainly walking downtown good luck,5,Positive
relaxing great location sheraton prime location heart downtown seattle convenient shopping easy stroll away pike market time staff professional courteous opening new pine street tower completion lobby renovation added attractiveness room decor comfortable furnishing thought really liked new bliss mandarin mint bath product,5,Positive
nice good staff clean good location used priceline price room noon wait check held bag grabbed lunch little bit mixup regarding request king size bed management ended upgrading corner room larger room hdtv king bed charge uswe asked new tower recommended people nice explored older tower nice complaint new tower poolspaworkout area located old tower lobby knew happy room old towerfree wifi lobby pay room great room safe larger laptop locked room sparethe staff professional polite actually knew answer question asked spotless convention going asked robe happily supplied nice comfy one chargemy minus bed little hard comfy additional fee little thing typical hotel seattle parking inroom internet dayotherwise nice size room good security friendly staff clean employee professional friendly flying suggest renting car seattle crazy parking expensive walking distance attraction space needle monorail couple block away happy cab fromto airport generic shuttle run string different hotel round trip pp,5,Positive
great sheraton town wedding church reception close little know booked close seattle attraction located downtown near shopping monterail block away space needle pike market throw fish block min walk rent car wanted walking distancewe took taxi seatac airport min drive cost want cheaper bus personwe arrived hour checkin problem room ready floor beautiful view city recommend really liked free internet guest complaint bathroom sink drain broken service restaurant good definitly,5,Positive
great great location mlk weekend really liked user recommendation requested room new tower flight delayed pst pulled sheraton gentleman working desk entered difficult figuring switch new tower finally succeeded room turned gave handicapped room meant strange bathroom seat shower counter space railing way late energy ask nonhandicapped room sleep room quite nice brand new including nice flatscreen tv cannot complain head original tower occasion use gym large poolgym floor complete beautiful view seattle puget sound large surprised treadmill use sign minute limit people waiting huge deal definitely room improvement thereas mentioned reviewer parking problem valet insane parked convention center lot area allowed overnight selfparking lucky experience low rate posted convention center website paid good saving valet mean bargain highly recommend renting car going spending seattle proper especially staying sheraton seattle airport shuttle drop people directly definitely cheaper parking overall definitely hopefully handicapped room,4,Positive
great seattle location great downtown parking problem read review parking overnite parked block away convention center short block walk pike market miss excellent dinner daily grill definitely,5,Positive
thoroughly enjoyed spent night business july new tower room outstanding bed comfortable conference facility excellent downtown location terrific walking problem fitness facility limited opened lineup machine treadmill couple ellipticals resistance machine size,4,Positive
fantastic fabulous sheraton downtown seattle remodeled union tower king corner roomthe room decorated shade chocolate brown caramel cream tasteful roomy cleanthe staff helpful courteous walking distance thing downtown seattle fabulous weekend highly recommend looking downtown area,5,Positive
great great location great fantastic location read review trip advisor emailed arrival ask room new block room nice big modern lovely bathroom lobby massive check check wait ate restaurant evening quiet pricey lovely bar nice serf wide range drink cocktail best going opinion location going shop sightseeing location fantastic right middle really enjoyed visit seattle hightened sheraton hesitation recommending,5,Positive
wonderful sheraton sheraton auguest pleasantly surprised experience emailed earlier requesting king room new tower really expect receive asked afterall payed priceline checkin pleasantly suprised assigned king room new tower room lovely comfy bed lovely view nicer tv home bathroom bright clean comfortable location convenient concierge helpful helping city bus king street station hesitate,5,Positive
nice time past new tower room new tower definitely nicer original tower brighter fresher look original tower room fine nice pool area offer great view city location perfect parking expensive seattlemy complaint minor construction going lobby area slight feel construction zone area hidden black curtain minor guess finished end september restaurant lounge area bit disconnected tend prefer hotel lobby bar,4,Positive
worse help concierge idea site city espically finding concierge knew fisherman terminal advised taking cab knowing cab return area stuck hour calling assistance tell use nothing saw guest upset,1,Negative
friendly staff comfortable bed tour included coast california enjoyed great location tourist close market attraction desk staff accommodating thanks christopher rest staff friendly loved bed comfortable breakfast included tour enjoyed want included buffet fruit fresh hi morgan wait staff bright clean looking fresh flower lobby area seattle try short trip boeing aircraft factory loved tour people seattle portland willing help tourist direction suggestion,5,Positive
avoid constructionrefurbishment completed sheraton seattle cruise perfect location walk downtown restaurant shop construction entrance poorly marked taxi driver pull curb construction material street help luggage ramp street lobby offered help luggage late check breeze minute set elevator depending floor directed wrong set fortunately caught error getting room clean standard outdated shade buff yellow giftsundry shop construction restaurantbar cordoned section lobbyi try seattle sheraton construction refurbishment finished thought secured felt reasonable rate hotwire feel worth price,2,Positive
bellevue instead write review leisure traveller superb location bed super comfortable itthe valet parking said room modern way starting year old television strike odd layout bathroom open door walk straight wall better sober step shower foot toilet quiet hotelthe noise shower allow fallback sleep awaken noise door closing compared door close hour arguementwith girlfriend boyfriend foundation literallly shakei know want price charged going spend money hyatt westin budget bellevue hotel everybit nice better recommend bellevue athletic club hyatt westin taxi public transport town save money steak dinner ruth chris,3,Positive
nice beware parkingvalet fee great location clean comfy stylish room great service nice view parking fee expecting seriously buck hurt cough money,4,Positive
nice location lovely room view good requesting view seattle fruitless realize view bay checked cloud lifted ferry cruising grey water rewarding sun come room warm experience room tend chilly cozily decorated sandy tone appealing bureau instead typical tv cabinet drawer room clean nicely turned arrived comfortable bathroom closet employee spoke pleasant excellent location tourism pike street market easy walk street taxi readily available nearby upscale mall various size immediate area large movie theatre border barnes noble williams sonoma anne taylor original nordstrom nordstrom rack say highend retailer planet represented downtown hilly pike street walkable steep grayline tour desk lobby pick tour airport shuttle handy bad pool inside floor ill lit chilly obviously heated jacuzzi nice soda machine floor floor broken one work refused function used change bill pleasant little porch area corner entrance closed sunday construction going forcing enter exit badly designed main entrance essentially driveway taxi limo car constantly arriving leaving bit hazardous navigate especially pedestrian walk extends public sidewalk hop apron near door hope suv swing corner pretty blind construction overhang lobby area dark uninviting guessing chihuly sculpture kept reading removed construction safekeepingsummary overall nice bad spot little concerned entrance issue elderly travelling elderly shakyweak foot getting door sidewalk clearly bit dangerous,4,Positive
pleases sheraton tower wife sheraton night prior alaska cruise booked hotwire expected great room upgrade floor close pike marketit cab ride pier purchased roundtrip ticket airporter sheraton took cab pier saved alot convenient bus driver friendly cabbiesallinall wnat close downtown action great pick definently star,4,Positive
careful book careful room type person husband room double bed king available bed took room lounge chair struck corner really tv going spending night moved bigger room inn harbor step highly recommendlocation central great shopping linen bed comfortable staff nice change room,3,Positive
overall great day october convention brought wife toddler sonthe location incredibly convenient downtown seattle close convention center pike marketplace restaurantsthe desk staff cordial provided room wanted reasonable timethe room received good view little puget sound clean comfortable facility maintained pool added plusservice room service bell staff maid service concierge friendly excellentonsite restaurant overpriced unimpressive food spotty servicethe little pricey despite conventionassociated discount reasonable considering overall consistent qualitynotably checking mistake minibar charge disputed removed promptly type apology mistake overall desk left bad taste mouth marred decent stayin sum great consistently excellent service familyfriendly little pricey considering mediocre restaurant offering reasonable value probably need monitor desk staff carefully offer impression impression customer,4,Positive
great view great travel seattle week march view room terrific rd floor facing downtown puget sound skyscraper mountain location great service great overall great,5,Positive
good location recently night sheraton priceline room fri mon good location downtown area walking distance pike street market little pioneer square walk bad highly recommend walking parking downtown area terrible parking cost nice clean room average small bathroom hear people door think good rate priceline note restaurant market area close finding local eat kind hard weather permit suggest going bank america building street observation floor cost great view better space needle forget umbrella sweater coat hood oh good walking shoe rain lot seattle definitely fall temp try ferry ride bremerton bainbridge island drive car walk came bremerton view downtown seattle awesome,4,Positive
great great location happy room sheraton priceline excited able arrived disappoint bed pillow comforter comfy clean bathroom clean nice location wonderful short walk block pike market short walk monorail take directly space needle experience music project emp lot shopping directly definitely sheraton good deal try luck priceline paying dollar directly,4,Positive
book returned seattle booked seattle sheraton tower night left desk inquire leaving club floor hour morning continental breakfast hour evening canape lounge closed tight evening poured coffee used small plastic container cream dish coffee urn cream sour curdled coffee staff personnel talk room dreary stain carpet good location definitely seen better day,1,Positive
excellent location enjoyed close pike street market nice short walk market sample fresh mini donut spot eat award winning restaurant facing river mountain room clean equipped accoutrement needed traveler staff friendly professional,5,Positive
great location nice second amazing perspective change depending price sheraton tower baseball star weekend year paid used priceline plus tax steal wonderfully central location street monorail convention center great shopping offer solid business class accomodations price break definitely recommend,4,Positive
loved sheraton tower seattle great great location nicest room comfy bed located block pike public market shopping ideal furla store marla manger doll lot great place shop eat athenian market good space needle cool dinner worth view killer food good aquarium ok going sheraton f nice nice staff ask concierge coupon attraction bus run downtown area free cool need rent car airport expensive use gray line bus forth airportps il bistro nice romantic restaurant,5,Positive
best deal town write review feel compelled staying currently time past center city nearly impossible seattle block westlake center block pike market really ideal location nofrills room clean comfortable wellinsulated w basic amenity including inroom coffee housekeeping staff great desk personnel extremely kind helpful nice restaurant downstairs laundry fitness room onsite highly recommend return,5,Positive
lemon going check recheck day later asked avenune inn heavey luggage day check desk refuesed unbeliable othere average hotelalways luggage recheck day avenue innis kindness victoria easy hand free trip victoria carrying heavy luggage agency tried fax asked fax nunber avenue inn told disconnet number agency called unable fax desk gave nd fax busy line number agency unable fax avenue inn doew let use customer fax line avenune inn exclude use internet customer unable receive important faxsince unable fax agent tried room desk said telephone room working today imagine let customer use intenet overall provide fax service telephonecommunication service room terrible service thinking customer emergency happen family howguest know news willl recommend ohters use,2,Positive
decent room affordable price downtown seattle visit friend seattle midseptember game husky stadium chose looking various website affordable room downtown fit billthe room average typical midgrade clean real downside wall hold sound outside heard lot noise room outside fortunately slept wellthe staff nice willing hold bag hour checked outthere restaurant ate breakfast food pretty goodthis block westlake center terminus lake union streetcar monorail seattle center space needle area block pike market hill,3,Positive
great location laughable room booked flight seattle package great deal people night airfare choice old kind stinky refused elevator bit decrepit smelled vomit stairway smelled pee room quite clean bare walked city time location superb belltown ton cute place eat drink right downtown plethora chain clothing store know certainly sufficient low budget minute long weekend trip,2,Positive
great cozy hoitel location great right westin mcdonalds walking distance downtown monorail outside look older small motel inside good midlevel think holiday inn resturant bit pricy food good quality atmosphere great wood burning fireplace nice gray seattlei booked airline milage point highly reccommend,4,Positive
bad price great bargain downtown seattleit old clean little noisy location great staff friendlly able leave car parking lot hour checked real nice bonus need sleep bargain price want amenity,3,Positive
walk pike market breakfast seattle native pleased bid win sixth avenue inn onpriceline motel motel right middle downtown seattle think remember seattle world fairin bit dated bathroom shelf space going overlook type amazing safe location think returned drive easy access important location unbeatable long wait elevator walk endless lobby poof door way pike market belltown downtown monorail pro football baseball venue min bus ride south exploring downtown seattle goal want play dollarsinstead paying high rise view try motel,3,Positive
understand bad review simple exactly need nice confortable bed clean bathroom excellent price near walked pike market monorail,4,Positive
book false information family finished alaskan cruise looking seattle wa shuttle service pier airport leave luggage hr site seeing downtown booking company particular assured criterion met booked room store luggage ended travel accomodations airport ended taxi destination needless say angry extra manager available phone customer service rep finally called time sent email website matter resolved hopefully said reimburse taxi fare believe advice situation grab taxi airport flat fee downtown seatac airport check luggage early rideon bus downtown way senior free kid free ride bus downtown seattle pm everyday,1,Positive
great location property time location walking distance pike market al shopping seattlethe parking pay small fee nightly rate payed room clean good bed experienced problem stay,3,Positive
budget booked weekend november recommendation clean spartan room travel book expecting seriously whelmed room old tired felt dirty slept fully clothed wore sock time shower gross sink toilet new clean pillow felt filled cotton ball bed creaked squeaked slightest movement wall carpet stained feel lock door work faced lovely strip club noise outside expected downtown location noise inside obscene people banging door morning party room mention felt right bed wall general paper hear neighbour conversation watching tvsome staff friendly sharpest location great walk reccomend embarresed say,1,Positive
sixth ave good budget choice downtown really enjoyed sixth ave inn room appeared newly renovated spacious modern good location exploring seattlewe walked pike market minute downtown store closer restaurant gemgreat food good price nicer atmosphere expected parking charge good downtown definately seattle,4,Positive
watch baitandswitch room rate room acceptable restaurant bar attached helpful booked room hotel thankfully printed email confirmation showing ratessince initially double available reserved single queen rollaway bed order sister share room arrived room queen bed cancelled rollawaywhen checked management version rate higher room certainly understand day multiple coupon membership discount misunderstanding occur issue email printout took minute convince fairly hostile desk adjust final billafter returned home checked visa addition room charge single charge turn neverseen neverused rollaway lengthy discussion longdistance phone called visa disputed chargeok bad management,2,Positive
affordable great location price boyfriend night weekend getaway seattle u needed staff friendly room clean great budget felt safe parking barely spent room choose convenient location thing wanted walking distance mcdonalds starbucks shopping centre short driving distance space needle emp uncomfortably flat pillow bed corner suite cold play heating warmed aside great value recommendation love bubble tea try gossip bubbletea chinatown ton bubble tea vancouver gossip best thank previous poster board tip vegetarian lover try araya thai vegetarian cuisine great price nice atmosphere generous portion,4,Positive
basic basic need perfect young traveller need sleep need far thatthe room basic clean bed comfortable bathroom clean hot water small shower desk staff friendly helpful essentially star fair squarebring earplug wall paper constant noise street room people room moving awake creates loud creaking thumping sound step takethe area soso walking distance main area attraction cab ride short cheap central location want walking immediate area surrounding hotelthe best feature restaurant staff amazingly friendly attentive fast service notch food great expect gourmet cusine callibre homestyle american food good oversized portion perfect sharing bring earplug,2,Positive
average experience room sixth avenue inn included delta weekend getaway package seattle centrally located inn choose seek againthe property old showing age room cramped dark furnishing uncomfortable extremely hard bed rickety wicker patio furniture used conventional chair high speed internet access provided port wired wall extend tiny nearby desk making computer difficult use payasyougo terminal lobby slow crippled worth money plan work roomthe desk staff helpful needed fax refax documentsbreakfast restaurant surprisingly hearty seek lived seattle breakfast included roomin end property best choice business vacation user good solution young people looking inexpensive room heart seattle,2,Positive
great value excellent staff ave inn look special given hotel thatsurround low rise concrete motel facade fooled thisthe offer good value money right downtown seattleplus point good rate locationhigh speed internet access room pay wifi lobby restaurantgood cozy bar excellent value restaurantexcellent helpful friendly staffminus point room little care wornmaid service little erratic friendlyoverall excellent staff make break people atthe ave inn faulted deskrestaurant staff aresuperbbest tip try joe special breakfast food week seattle great public transport pay taxi airport ride stop westlake centre shortwalk peak peak fare quick plan trip easier certainly,4,Positive
ok price recently october night trip seattle familiar area price room fair improvement nice hotelupon arriving noticed hallway funny smell room clean bathroom small hard people ready mirror dresser difficult ready room husband showered needed extra towel set person provided extra dresser pillow lumpy iron board room arrivedfront desk staff accomodating helpful ate restaurant twice good food service slow ordered long island iced tea strong tried bartender fix handed sweet sour wash drink charged commented order kind drink cannot handle liquor say patron paying meal drinksoverall recommend short day nicer place located heart downtown want pay bit,3,Positive
disappointed sixth avenue inn nice change staff nice tried helpful sixth avenue inn recommend significant change need assigned smoking room room told room smoking room making reservation bed marble slab pillow lumpy spotteddirty small extra blanket pillow room mistook bath towel hand towel towel small towel towel person use requested ironing board cover board dirty totally grossed towel cover use continuously understaffed hostess busboy running frantically restaurant sad watch try care guest maid service room late afternoon arriving shampoo bottle room opened looked shampoo missing usually problem bad nice,2,Positive
recommed andra grew seattle moved away year recommend andra friend family visit andra hippest town best roomsi recently march birthdayst patrick booked onebedroom corner suite screaming deal spring seattle yes suite spring seattle love room ample space wonderful decor comfy chenille blankie flatpanel televisionsi similar suite westin fairmont price paid price andra andra win handsdown bathroom think totally awesome love original tile bathroom floor love ample lighting bathroom esp nightlight let talk desk compliment outfit immediately win brownie point,5,Positive
love andra updated trendy perfect location andra time great experience room updated clean spacious staff friendly helpful restaurant convenient choice food vacinity prefer andra anytime seattle,5,Positive
quite title review basically sum recent andra overall satisfied deep discount left wondering listed small luxury hotel worldwe lux king corner suite suite quite spacious quiet restful sleep bedslinens soft comfortable brought extra pillow requested plenty storage suite closet set drawer plus generouslysized table plushowever sofa disappointing cheap construction sagging middle fairly uncomfortable sit watch tv armchair seriously needed recovering edge worn dirty frayed suite overhaul soon noticed chipped paint plus chipped scratched furniture carpet felt bit grimy overall feeling room cleanerthe bathroom small knew going read past review bother adequate shelf storage soaking tub forget tub low overflow drain obviously designed hate bath big maximum water level came lower abdomen reclined trying soak water kept draining gave minute shower pressure good ton hot water face stockholm amenity delicious subtle white tea fragrance bottle size postage stamp cheap luxury staff happy send tiring request daily basisthe staff something pleasant eager feel achieved luxury level service simple request sent seattle time v new york time read local news daily basis received new york time credit swiftly replaced seattle time request asking day row asked desk person reconfirm reservation concierge left looked handed dead fish nitpicking expect maybe motel v luxury actually andra slightly star luxury level staff accomodating pleasant room ok low rate pay high season rate approx felt service room worth,3,Positive
okay amazing lost bag friend wedding high expectation going impressed checked room small cramped bathroom small sheraton seattle previous night paid price far impressed accommodation sheraton better accommodation bigger room bigger bathroom cleaner upscaleduring checkout checked bag lunch came bag nobody able ended ask bellboy basement bag ended finding locked random room basement staff pretty worthless bag lost,2,Positive
favorite work responsibility taken seattle time year year andra dozen time night period travel extensively domestically internationally favorite apart superb location seam downtown seattle bell town wonderful restaurant location beat view nonconvention style contemporary furnishing comfortable bed efficient workspace easy internet access excellent restaurant accessible lobby breakfast lola outstanding assaggio terrific italian dinner street excellent lunch dinner dahlia lounge staff particularly friendly responsive happy accommodate reasonable request favor news junkie really value fact ask presto free copy new york time including sunday door morning,5,Positive
great returned home great andra travelling single woman business andra great safe location easily walk shopping restaurant business district staff welcoming checkin acknowledged returned end work room comfortable showed attention hesitate,5,Positive
loved andra visited andra night wonderful feel special moment checked older couple enjoy quiet atmosphere lobby restaurant animated problem smelled delicious greet door desk room small request large room bathroom perfect super comfortable bathtub bed bedding wonderful website check pillow andra clean lot reasonably priced restaurant sight andra block away large shopping mall andra mention asked dining fine early dinner avoid dark definitely return thank making visit happy,5,Positive
great boutique andra business trip october walking distance convention center prime shopping seattle directly serviced downtown airporter shuttle airport downtown hotel immediately door warwick stop walk block andra lovely boutique appears recently remodeled modern lobby cozy fireplace desk staff helpful friendly room spacious queen bed sitting area bar area decor modern ikeaesque view neighboring construction site unfortunately interestingly really heard annoying sound construction pretty small bathroom compared hotel nice frette towel face stockholm bath product small business center computer printer free charge use gym cannot comment pay daily rate inroom wireless lot great eating option walking distance restaurant lobby lola amazing tom douglas establishment mediterranean theme definitely lived hype tom douglas restaurant street dahlia lounge amazing donut menu dessert served warm marscarpone cheese green apple butter amazing adjacent dahlia bakery great cup morning coffee pastry overall definitely visiting seattle,4,Positive
pretty good funky nice property booked weekend luxury link included gift card food restaurant downstairs champagne chocolate strawberriesthe room nice quite spacious beautiful linen frette towel face stockholm toiletry gave thought service ok spectacular nothing wrong particularly friendly helpful cost nightthe restaurant downstairs good busy local tom douglas pizza restaurant fabulous block away sure open andra subsequently visited restaurant great easy walk central shopping area block pike market walked seahawks game block felt bit uneasy dark homeless people doorway fine probably walk female nice weekend lovely intimate,4,Positive
nice nice location andra quick stop seattle start family vacation nice clean exceptional service room bed comfortable exception airconditioning bit noisy bathroom small clean travelling kid longer definately room,4,Positive
great avoid tmobile hotspot great friendly staff great location room really nice large downside tmobile hotspot drastically overcharged acted favor rebating overcharged pay double advice use wired internet run tmobile,4,Positive
fine pretty good best size room really spacious separate large closet area kitchenette area right heart downtown walk pretty centrecapitol hill reception staff little bit snippish nothing bad restaurant cannot remember right lobby served good breakfast staff v friendly helpful experience good,4,Positive
comfortable great personal service lovely oasis peace calm service competent overbearing upgraded suite know loved extra sitting room decor uncluttered warm inviting bathroom actually stuff sunday morning lobby inviting fireplace burning lovely ambience spite modernindustrial decor,5,Positive
excellent great great staff andra night negative point noisy ac unit rest terrific great room great staff especialy valetdoormen forget eat lola food exceptional service flawless,5,Positive
great location far away crowd waterfront close walk great restaurant local attraction booking room queen bed available arrival asked king room upgraded accommodate bed type room spacious small bathroom okay area getting dressed drying hair night booked return trip received upgrade staff helpful onsite restaurant good,4,Positive
comfortable andra returned home business trip ended night andra booked andra suite right size loved walk closet nice bag flipped open room couch super comfy watching tv end touch liked length dressing mirror cannot beat comfortable bed bathroom tiny despite modern upgrade dated water shower hot prefer missed restaurant downstairs ate time delicious especially order donut mascarpone cheese bar make great drink,4,Positive
good service great bed overpriced andra night staff helpful beautifully decorated room average size quite clean bed wonderful usually terrible sleep great sleep night row noisy husband bit priced billed small luxury really different decor location great walked breakfast lola adjoining restaurant excellent doughnut raving overall enjoyed expensive,3,Positive
poor service good review andra get make wonder placemy wife spent night honeymoon seattle andra wish day trip anticlimaxhaving read previous bad review contacted andra advance reserve room high floor away elevator soundproofing nonexistentwhat room lower floor opposite elevator willing away elevator floorour package included champagne truffle arrival truffle arrive final complaint deski handed item clothing laundered came ruinedoverall andra great looking mark poor servicethe saving grace adjacent lola restaurant serf great food,2,Positive
glad chose andra truly minute booking morning arrived san francisco portland traveling victoria andra charming worthy praise gotten valetdoor attendant little slow service door haphazard desk friendly helpful great seattle map given tourist question thing located decor comfortable touch nyc chicwe studio king bed couch far end large room sliver puget sound window room reminded nyc high end studio apartment modern spotlessly clean right fantastic frette linen bed outstandingly comfortable tiny nicely appointed bathroom bathroom really tiny store hold toiletry important great soap toiletry bedroom tv terrific sized flat screen view bed couch eat bar restaurant nightlife definitely evident ate anthony waterfront great definitely try restaurant timeso close downtown area quick walk seaport shopping think reason return,4,Positive
world class chose trip girlfriend listed small luxury hotel world registry disappointed hotel listed slhw perfect way andra truly average fine average night room fine luxurious bathroom tiny problem work age really need seasoned professional concierge know example check early morning departure pay reasonable hefty night turning away ask desk clerk map airport proceeds argue need map easy airport downtown seattle finally say guess print mapquest nobrainer,2,Positive
super treat book andra business trip spell bad luck finding good hotel recent previous trip pleasure spacious clean quiet friendly professional staff especially liked wonderfully comfortable bed cool bathroom guy manning door helpful cute loved modern decor interior pleased centrally located shopping dinning seattle downtown district waterfront picky clean freak like nice thing fully recommend andra hesitation,5,Positive
seattle gem great updated historic great great location walk pike market space needle monorail waterfront shopping bar restaurant flat amenity luxury hotel inhouse spa pool lot character style old luxury hotel drake chicago unlike review staff extremely friendly helpful maybe management responded negative feedback complaint street noise weekday commute hour window need better insulation room key kept demagnetizing suite spacious comfortable fact slept comfortable cozy bed bathroom small cute art decolike decor general new ikea inspired valet parking quick efficient friendly asked needed direction highly recommend lola located lobby breakfast nightcap absolutely onion smell definitely,5,Positive
reservation disappointed news conde nast traveler magazine recently listed andra hot really intrigued friend planned wedding seattle announced booked room immediately directly using fax number website lobby bar room decorated hip modern welcoming scandanavian style barrestaurant happening spilling lobby stylish young people drinking talking quiet boorish behavior party booked suite double suite separate room advertized expect lot privacy door room louvered group family merely good friend adequate degree separateness room comfortable size clean wellfurnished noticeable wear tear bathroom bit small bed supercomfortable guest provided great number spatype towel flatscreen tv room business center small desktop printer work online email free desktop lobby use guest entire wifi say real estate best location location location block major shopping block pike market great restaurant walking ralph corner yard away airporter connector bus roundtrip compared taxi pick drop minute monorail space needle experience music project block away recommend andra reservation maybe reservation heading seattle,5,Positive
andra recovers near miss chose andra birthdayweekend getaway serene modern upscale atmosphere special different sadly disappointed roof construction noise woke holiday morning staff courteous immediately moved different floor upgraded room left feeling uncertainty let happen uncertainty totally erased wonderful return letter administration stating construction crew broken contract hour work sent luscious robe soften blow certainly try based great response,4,Positive
hoped location andra cannot beat walking nearly sight seattle breeze strain compare boutique visited west coast amenity lackluster weightroom afterthought staff astoundingly incompetent insincere know nothing property city management hiding alcove desk overall money burn looking staff challenge patience disappointed wether equal happy location,2,Negative
model modern andra suite large bright attractively furnished art deco modern touch saw room large flat screen tv walland bed comfortable negative room closet largerthe welllocated block pike market nordstrom macysthe convenient news standgift shop plenty store nearby concierge matter guestswe definitely,4,Positive
checked tripadvisor terrible reviewer tripadvisor indicates couple review look written staff exact opposite real experiencefrom low quality toiletry inconsistent house keeping property rated star attempt property unique look succeeds making gag incredibly poor taste decorated big joke youthe noisy room tiny decor ugly staff average isolated rest seattle view overrated nearby train noisy room stinky lounge expensive drink good view absolutely character experiencing boring lounge decided bother restaurant instead cabbed city foodi recommend using tripadvisor pick star instead foolish pay consequence fact probably pick highly rated star fare time better,1,Negative
nice rate bed really problem property booked hotwire showed upgraded room queen sized bed king sized bed bed good quality view water greatthe decor definitely inspired great outdoors totally fine meeting downtown couple nice minute walk needed bed comfortable bathroom nice decentsized bathroom amenity great quality howevercomparisons hotel unfair opinion yes nice room downtown seattle spend time business owner travel expense deducted line edgewater great findthe biggest sour note second room occupied drunk threesome came room proceeded talk loudly hour,4,Positive
overpriced great disappointing property setting stilt hanging water fabulous endsthe decor odd incongruous impression seattle log cabinish better suited ski lodge vermont colorado requested waterfacing room checkin told cost dollar paid forked dollar declined took city facing room irritating colleague booked room rate agent checked right behund water facing room extra charge asking notwithstanding odd decor look tired worn room abysmally small amazed american traveller accept room size knowing spacious hotel general large person problem typically smaller room find eurpoean continent barely space double bed sharing felt claustrophobic cityfacing room railway line busy level crossing clanging bell train pass happens room need twice size soundproofed night trot chaicago seattle san francisco far worst value city lot better price seattle,1,Positive
cozy lodge reviewer site boyfriend ended edgewater bidding star seattle really enjoyed room small wellappointed comfortable linen cozy fireplace cute teddybear bed wonderful bathroom spa toiletry rainfall showerhead possible room overlooking harbor view breathtaking best location great famous landmark seattle walking distance watch cosly parking fee come overnight parking plus tip said definelty sans rental car,4,Positive
terrible accomodations ruined impression seattle decided hearing work colleague great waterfront seattle booking checked website talk misleading picture sunday afternoon checked immediately disappointed hallway room dirty reminded old college dormitory room overlook water train track small clean drawer clothing desk work additionally loaded folk spent weekend hemp fest recommend fooled website heard lady met town dinner highly recommends inn black market alexis wish met earlier think different seattle experience waste money edgewater,1,Negative
waterview room balcony worth money husband edgewater recent visit seattle booked room travel agent sure expect outside look room spectacular wow view waterfront room private balcony overlooking elliott bay heard occasional seagull evening sunset breathtaking sailboat cargo boat tugboat cruising bay view olympic mountain downtown seattle know room perfect note add appeared common area little dirty maybe high occupancy clean tidy,4,Positive
husband visited seattle december celebrating st anniversary amazing edgewater perfect staff best experienced run shuttle town hour want walk head downstairs hour tip driver loved great information reservation local restaurant taking shopping called gave info enjoyed walking nearby restaurant enjoyed walk pike market recommend walking older folk fairly good distance great shape pleasant walk waterfront room st floor interesting winter wave crashing right basically loved probably moved higher enjoy crashing wave asked problem tv minute repair man fixing bought movie inconveniencethe ambiance wonderful winter loved entrance huge fireplace really loved roomsi recommend visiting seattle,5,Positive
priceline deal night visiting family booked priceline reading online review somewhat pleased book priceline twin bed barely long ft heating dificult operate fireplace nice parking pretty steap hard offsite parking moring told upgrade king bed water room extra better room great view larger bed away cruise terminal door alaskian cruiseship view seattle sheraton following priceline liked better,3,Positive
family family wanted spend couple day seattle child age seen ocean wanted water room room time price hotel vacation far tiniest hidden cost annoying fireplace looked nice control temperature room husband slipped bar drink kid sleep female bartender pleasant helpful bellman people unless wallet definitely feel worth money,2,Positive
